0 -4685.3501
5000 -5123.6888
10000 -5169.5253
15000 -5164.3342
20000 -5164.7730
25000 -5193.0914
30000 -5219.8423
35000 -5170.5539
40000 -5149.9390
45000 -5251.2750
50000 -5189.9714
55000 -5219.1622
60000 -5259.8452
65000 -5216.8183
70000 -5186.2734
75000 -5208.5218
80000 -5182.8100
85000 -5173.2635
90000 -5208.0331
95000 -5222.8844
100000 -5222.3765
105000 -5200.5933
110000 -5201.8530
115000 -5240.5137
120000 -5156.0501
125000 -5191.6352
130000 -5252.2045
135000 -5210.3304
140000 -5199.6194
145000 -5256.9805
150000 -5254.0917
155000 -5195.4210
160000 -5249.6046
165000 -5212.6873
170000 -5215.7025
175000 -5218.3005
180000 -5275.4291
185000 -5182.4714
190000 -5206.6229
195000 -5202.5688
200000 -5182.9267
205000 -5203.7942
210000 -5206.0646
215000 -5170.7311
220000 -5217.0969
225000 -5192.2906
230000 -5191.0454
235000 -5184.3228
240000 -5202.6211
245000 -5187.2757
250000 -5204.6932
255000 -5149.7831
260000 -5184.8142
265000 -5193.8285
270000 -5236.7358
275000 -5165.0795
280000 -5271.0400
285000 -5165.5389
290000 -5184.4052
295000 -5233.1631
300000 -5206.9720
305000 -5223.5762
310000 -5215.6159
315000 -5203.0772
320000 -5189.1988
325000 -5138.7565
330000 -5193.3187
335000 -5262.2688
340000 -5192.2085
345000 -5222.2684
350000 -5260.6575
355000 -5219.9750
360000 -5190.6349
365000 -5186.0731
370000 -5268.7516
375000 -5150.3754
380000 -5162.7152
385000 -5216.0923
390000 -5219.2975
395000 -5217.8324
400000 -5224.4790
405000 -5226.4969
410000 -5226.7968
415000 -5171.5265
420000 -5248.8338
425000 -5158.1688
430000 -5230.0195
435000 -5216.1682
440000 -5181.3066
445000 -5124.9130
450000 -5197.0949
455000 -5153.0200
460000 -5238.4021
465000 -5139.2271
470000 -5206.0187
475000 -5138.7775
480000 -5209.2248
485000 -5171.2968
490000 -5211.4884
495000 -5206.2107
500000 -5193.0822

