# time(ps) Nwater Force (pN) Pressure Dif (atm) 
169 182 12647.725999999999 27252.580772205547
170 184 12786.712 27552.059681790226
171 184 12786.712 27552.059681790226
172 185 12856.205 27701.799136582562
173 179 12439.247 26803.362407828532
174 187 12995.190999999999 28001.278046167237
175 184 12786.712 27552.059681790226
176 187 12995.190999999999 28001.278046167237
177 189 13134.177 28300.756955751913
178 186 12925.697999999999 27851.538591374898
179 188 13064.684 28151.017500959577
180 184 12786.712 27552.059681790226
181 181 12578.232999999998 27102.841317413207
182 188 13064.684 28151.017500959577
183 183 12717.219 27402.320226997883
184 183 12717.219 27402.320226997883
185 185 12856.205 27701.799136582562
186 186 12925.697999999999 27851.538591374898
187 186 12925.697999999999 27851.538591374898
188 185 12856.205 27701.799136582562
189 186 12925.697999999999 27851.538591374898
190 194 13481.642 29049.454229713607
191 183 12717.219 27402.320226997883
192 183 12717.219 27402.320226997883
193 183 12717.219 27402.320226997883
194 186 12925.697999999999 27851.538591374898
195 184 12786.712 27552.059681790226
196 186 12925.697999999999 27851.538591374898
197 183 12717.219 27402.320226997883
198 187 12995.190999999999 28001.278046167237
199 186 12925.697999999999 27851.538591374898
200 179 12439.247 26803.362407828532
