# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 162 11257.866 24257.791676358785
2 173 12022.288999999999 25904.925679074502
3 181 12578.232999999998 27102.841317413207
4 178 12369.753999999999 26653.622953036196
5 186 12925.697999999999 27851.538591374898
6 178 12369.753999999999 26653.622953036196
7 185 12856.205 27701.799136582562
8 181 12578.232999999998 27102.841317413207
9 183 12717.219 27402.320226997883
10 184 12786.712 27552.059681790226
11 189 13134.177 28300.756955751913
12 186 12925.697999999999 27851.538591374898
13 183 12717.219 27402.320226997883
14 186 12925.697999999999 27851.538591374898
15 184 12786.712 27552.059681790226
16 182 12647.725999999999 27252.580772205547
17 185 12856.205 27701.799136582562
18 179 12439.247 26803.362407828532
19 187 12995.190999999999 28001.278046167237
20 182 12647.725999999999 27252.580772205547
21 182 12647.725999999999 27252.580772205547
22 184 12786.712 27552.059681790226
23 184 12786.712 27552.059681790226
24 184 12786.712 27552.059681790226
25 191 13273.162999999999 28600.235865336588
26 185 12856.205 27701.799136582562
27 183 12717.219 27402.320226997883
28 182 12647.725999999999 27252.580772205547
29 185 12856.205 27701.799136582562
30 188 13064.684 28151.017500959577
31 192 13342.655999999999 28749.975320128928
32 186 12925.697999999999 27851.538591374898
33 193 13412.149 28899.714774921267
34 188 13064.684 28151.017500959577
35 188 13064.684 28151.017500959577
36 188 13064.684 28151.017500959577
37 183 12717.219 27402.320226997883
38 185 12856.205 27701.799136582562
39 185 12856.205 27701.799136582562
40 184 12786.712 27552.059681790226
41 184 12786.712 27552.059681790226
42 184 12786.712 27552.059681790226
43 185 12856.205 27701.799136582562
44 185 12856.205 27701.799136582562
45 183 12717.219 27402.320226997883
46 185 12856.205 27701.799136582562
47 185 12856.205 27701.799136582562
48 186 12925.697999999999 27851.538591374898
49 189 13134.177 28300.756955751913
50 183 12717.219 27402.320226997883
51 182 12647.725999999999 27252.580772205547
52 183 12717.219 27402.320226997883
53 183 12717.219 27402.320226997883
54 185 12856.205 27701.799136582562
55 182 12647.725999999999 27252.580772205547
56 178 12369.753999999999 26653.622953036196
57 178 12369.753999999999 26653.622953036196
58 185 12856.205 27701.799136582562
59 192 13342.655999999999 28749.975320128928
60 188 13064.684 28151.017500959577
61 191 13273.162999999999 28600.235865336588
62 184 12786.712 27552.059681790226
63 182 12647.725999999999 27252.580772205547
64 185 12856.205 27701.799136582562
65 186 12925.697999999999 27851.538591374898
66 188 13064.684 28151.017500959577
67 185 12856.205 27701.799136582562
68 187 12995.190999999999 28001.278046167237
69 187 12995.190999999999 28001.278046167237
70 185 12856.205 27701.799136582562
71 193 13412.149 28899.714774921267
72 183 12717.219 27402.320226997883
73 187 12995.190999999999 28001.278046167237
74 192 13342.655999999999 28749.975320128928
75 190 13203.669999999998 28450.496410544252
76 184 12786.712 27552.059681790226
77 186 12925.697999999999 27851.538591374898
78 189 13134.177 28300.756955751913
79 184 12786.712 27552.059681790226
80 183 12717.219 27402.320226997883
81 189 13134.177 28300.756955751913
82 186 12925.697999999999 27851.538591374898
83 189 13134.177 28300.756955751913
84 188 13064.684 28151.017500959577
85 188 13064.684 28151.017500959577
86 187 12995.190999999999 28001.278046167237
87 182 12647.725999999999 27252.580772205547
88 188 13064.684 28151.017500959577
89 183 12717.219 27402.320226997883
90 185 12856.205 27701.799136582562
91 186 12925.697999999999 27851.538591374898
92 185 12856.205 27701.799136582562
93 187 12995.190999999999 28001.278046167237
94 188 13064.684 28151.017500959577
95 190 13203.669999999998 28450.496410544252
96 185 12856.205 27701.799136582562
97 186 12925.697999999999 27851.538591374898
98 187 12995.190999999999 28001.278046167237
99 180 12508.74 26953.10186262087
100 186 12925.697999999999 27851.538591374898
101 182 12647.725999999999 27252.580772205547
102 186 12925.697999999999 27851.538591374898
103 188 13064.684 28151.017500959577
104 187 12995.190999999999 28001.278046167237
105 187 12995.190999999999 28001.278046167237
106 191 13273.162999999999 28600.235865336588
107 192 13342.655999999999 28749.975320128928
108 182 12647.725999999999 27252.580772205547
109 185 12856.205 27701.799136582562
110 182 12647.725999999999 27252.580772205547
111 189 13134.177 28300.756955751913
112 184 12786.712 27552.059681790226
113 182 12647.725999999999 27252.580772205547
114 187 12995.190999999999 28001.278046167237
115 184 12786.712 27552.059681790226
116 188 13064.684 28151.017500959577
117 187 12995.190999999999 28001.278046167237
118 188 13064.684 28151.017500959577
119 184 12786.712 27552.059681790226
120 189 13134.177 28300.756955751913
121 186 12925.697999999999 27851.538591374898
122 192 13342.655999999999 28749.975320128928
123 180 12508.74 26953.10186262087
124 180 12508.74 26953.10186262087
125 182 12647.725999999999 27252.580772205547
126 178 12369.753999999999 26653.622953036196
127 185 12856.205 27701.799136582562
128 185 12856.205 27701.799136582562
129 191 13273.162999999999 28600.235865336588
130 191 13273.162999999999 28600.235865336588
131 184 12786.712 27552.059681790226
132 187 12995.190999999999 28001.278046167237
133 186 12925.697999999999 27851.538591374898
134 183 12717.219 27402.320226997883
135 183 12717.219 27402.320226997883
136 185 12856.205 27701.799136582562
137 192 13342.655999999999 28749.975320128928
138 190 13203.669999999998 28450.496410544252
139 185 12856.205 27701.799136582562
140 185 12856.205 27701.799136582562
141 181 12578.232999999998 27102.841317413207
142 186 12925.697999999999 27851.538591374898
143 187 12995.190999999999 28001.278046167237
144 188 13064.684 28151.017500959577
145 187 12995.190999999999 28001.278046167237
146 185 12856.205 27701.799136582562
147 188 13064.684 28151.017500959577
148 190 13203.669999999998 28450.496410544252
149 190 13203.669999999998 28450.496410544252
150 184 12786.712 27552.059681790226
151 191 13273.162999999999 28600.235865336588
152 187 12995.190999999999 28001.278046167237
153 185 12856.205 27701.799136582562
154 187 12995.190999999999 28001.278046167237
155 189 13134.177 28300.756955751913
156 188 13064.684 28151.017500959577
157 187 12995.190999999999 28001.278046167237
158 185 12856.205 27701.799136582562
159 186 12925.697999999999 27851.538591374898
160 190 13203.669999999998 28450.496410544252
161 185 12856.205 27701.799136582562
162 191 13273.162999999999 28600.235865336588
163 186 12925.697999999999 27851.538591374898
164 186 12925.697999999999 27851.538591374898
165 187 12995.190999999999 28001.278046167237
166 191 13273.162999999999 28600.235865336588
167 188 13064.684 28151.017500959577
168 180 12508.74 26953.10186262087
